N,P,K,temperature,humidity,ph,rainfall,label
9,8,3,34,67,6.72,597,Barley
4,28,12,25,63,6.18,619,Tobacco
42,28,17,37,61,7.85,426,Oil seeds
27,29,5,28,68,7.1,1943,Sugarcane
18,14,15,35,67,7.01,962,Cotton
28,40,12,34,65,7.41,516,Millets
10,1,4,28,64,7.07,1025,Cotton
8,11,2,32,64,7.48,604,Maize
16,11,9,38,68,7.33,857,Pulses
19,24,3,35,61,6.05,551,Ground Nuts
16,38,12,34,50,6.41,701,Pulses
22,16,4,28,58,6.33,1167,Paddy
11,6,0,29,62,7.85,1076,Cotton
40,30,6,36,57,7.55,943,Cotton
21,35,14,26,65,6.58,1192,Sugarcane
37,5,6,28,72,6.59,588,Oil seeds
34,29,19,33,58,6.81,456,Millets
11,6,16,26,71,8.08,1134,Cotton
32,8,1,29,55,8.19,929,Cotton
39,8,16,35,64,6.74,1120,Sugarcane
14,41,17,29,55,7.26,750,Maize
19,21,16,28,63,6.93,1521,Sugarcane
4,27,0,31,60,6.53,730,Oil seeds
30,10,10,34,56,6.34,939,Tobacco
7,13,3,38,72,7.04,780,Maize
38,16,12,38,63,6.72,1233,Sugarcane
26,29,17,34,53,5.6,1472,Paddy
4,21,16,38,56,7.4,767,Oil seeds
39,15,13,26,51,6.8,501,Millets
31,0,6,27,66,7.01,763,Maize
36,10,14,33,55,6.86,894,Pulses
39,31,10,38,50,6.91,1382,Paddy
7,7,17,32,59,7.28,1151,Cotton
25,15,12,34,61,6.91,795,Barley
4,4,19,34,68,5.85,1087,Paddy
42,0,14,36,52,6.84,649,Oil seeds
40,1,5,33,67,7.78,1070,Cotton
8,3,4,29,53,7.16,1583,Sugarcane
14,38,12,32,55,6.63,769,Maize
26,33,15,26,57,6.62,688,Barley
16,33,0,35,67,6.11,535,Pulses
24,0,11,37,50,6.82,739,Maize
31,3,18,25,58,6.21,730,Ground Nuts
32,36,18,31,55,7.1,787,Oil seeds
8,12,1,27,63,7.46,317,Barley
30,28,6,37,57,7.11,601,Barley
35,16,1,30,66,6.33,1534,Sugarcane
14,31,11,32,64,7.43,465,Barley
8,16,2,28,57,7.26,777,Maize
32,34,6,31,72,6.95,1628,Sugarcane
32,28,3,31,53,7.35,1348,Sugarcane
27,35,11,33,50,6.22,556,Barley
42,24,17,36,51,7.22,494,Pulses
35,33,10,30,68,7.66,1187,Cotton
25,24,17,29,72,7.3,325,Barley
38,20,1,30,55,6.66,533,Wheat
33,15,15,26,61,6.32,990,Wheat
19,31,0,27,72,6.66,611,Tobacco
33,30,16,26,54,6.54,747,Pulses
9,19,15,30,54,7.18,619,Maize
33,21,9,32,58,6.03,549,Barley
17,28,17,30,60,7.01,659,Maize
35,1,7,38,58,7.24,582,Oil seeds
38,8,12,30,63,7.34,646,Wheat
18,1,8,34,50,6.6,733,Maize
24,14,15,36,71,6.83,1032,Paddy
36,14,3,28,65,7.23,525,Millets
16,30,4,28,65,7.24,708,Cotton
14,35,10,31,55,6.79,605,Pulses
10,4,14,26,52,6.83,472,Barley
38,6,5,30,62,7.6,1104,Cotton
18,35,12,32,71,6.1,569,Millets
38,7,2,26,68,6.83,1468,Paddy
11,6,17,28,71,6.36,768,Barley
32,6,6,28,71,6.29,705,Maize
36,19,16,38,70,7.44,587,Maize
20,2,11,32,54,6.15,433,Pulses
4,29,7,36,60,7.36,859,Wheat
8,15,15,28,50,6.4,506,Millets
8,20,2,28,50,7.19,578,Maize
42,8,16,35,60,6.13,561,Barley
16,16,9,36,71,6.35,520,Ground Nuts
5,30,2,37,62,5.74,1136,Paddy
15,3,16,38,61,6.78,1289,Sugarcane
19,9,8,26,51,6.68,1341,Paddy
14,25,5,28,56,7.18,630,Barley
10,36,14,31,57,7.2,608,Barley
25,5,12,35,63,7.5,763,Cotton
26,7,10,28,60,6.38,770,Maize
36,9,10,28,68,7.41,641,Oil seeds
41,26,8,33,57,6.83,1161,Paddy
41,6,18,34,59,6.01,1198,Sugarcane
5,17,7,27,72,6.5,533,Barley
14,2,5,26,57,7.15,526,Millets
37,25,16,33,60,6.57,1053,Paddy
17,40,2,31,58,5.82,1364,Paddy
25,6,10,34,67,6.52,765,Tobacco
39,21,9,32,57,6.49,507,Ground Nuts
42,28,0,31,67,6.39,1860,Sugarcane
11,20,11,25,50,6.84,443,Pulses
23,32,9,25,56,6.05,485,Wheat
5,24,19,33,64,6.31,1753,Sugarcane
9,10,2,27,52,7.35,1253,Sugarcane
4,41,19,30,53,7.15,1533,Sugarcane
11,16,4,35,64,6.05,660,Maize
41,28,2,32,69,7.83,1079,Cotton
8,1,13,29,55,6.53,604,Maize
41,23,9,36,57,6.92,650,Oil seeds
31,28,13,27,69,6.6,865,Tobacco
6,30,11,25,64,6.52,1505,Sugarcane
39,23,7,29,51,6.77,657,Barley
42,1,15,36,58,6.14,1184,Ground Nuts
33,21,1,29,66,7.03,1663,Sugarcane
12,7,17,30,54,6.53,795,Tobacco
35,16,3,36,63,6.29,938,Tobacco
6,35,2,30,57,7.06,1024,Cotton
6,5,16,28,56,6.2,420,Wheat
24,18,18,29,67,6.48,661,Tobacco
14,26,17,27,52,6.49,390,Barley
13,20,9,38,64,6.4,950,Ground Nuts
41,29,5,37,68,7.48,682,Pulses
17,33,3,37,51,7.23,717,Maize
30,42,2,35,60,6.34,1045,Sugarcane
9,32,13,29,56,6.97,906,Ground Nuts
5,28,4,35,50,6.54,1600,Sugarcane
32,33,14,35,61,6.69,1092,Paddy
16,34,4,37,56,8.11,919,Cotton
12,24,0,36,66,5.81,1429,Paddy
40,12,7,28,64,6.06,799,Barley
8,11,14,29,72,7.01,785,Barley
8,28,14,27,69,6.34,666,Tobacco
12,16,16,37,50,5.79,1028,Paddy
9,17,18,30,51,6.09,322,Millets
26,12,17,32,72,6.58,787,Pulses
33,16,9,25,66,7.47,673,Oil seeds
38,4,2,27,63,6.73,622,Maize
31,26,13,35,69,6.61,437,Barley
42,30,6,32,57,6.79,789,Tobacco
21,28,9,26,54,7.29,607,Barley
5,0,8,34,56,7.33,632,Maize
29,22,10,30,64,7.2,879,Cotton
4,2,4,34,62,7.21,752,Wheat
30,0,15,36,50,7.67,842,Cotton
17,32,9,38,68,6.06,360,Millets
20,3,3,32,50,7.32,1118,Sugarcane
10,7,2,34,66,6.01,609,Maize
8,33,3,37,55,5.71,704,Tobacco
23,15,14,33,67,7.59,1144,Cotton
34,6,9,38,52,6.2,422,Pulses
28,36,12,31,50,6.89,695,Ground Nuts
12,36,12,25,59,6.22,758,Wheat
33,24,12,30,54,7.47,593,Oil seeds
20,30,10,28,52,6.86,863,Pulses
12,6,0,30,70,6.24,643,Pulses
20,24,7,29,70,6.5,396,Barley
8,23,2,37,59,7.89,680,Oil seeds
38,25,2,35,65,6.67,513,Oil seeds
18,15,11,35,56,7.74,757,Oil seeds
21,40,10,28,61,6.92,1011,Ground Nuts
33,39,11,31,50,6.84,556,Barley
17,7,9,38,61,6.46,501,Millets
32,38,13,34,56,5.92,854,Tobacco
14,9,16,32,67,6.58,543,Maize
14,1,15,29,52,5.62,999,Tobacco
37,18,9,32,55,6.9,1125,Sugarcane
17,22,3,25,57,6.78,839,Wheat
34,22,18,34,62,7.32,575,Wheat
11,4,4,28,69,7.39,473,Oil seeds
31,4,6,31,60,8.18,1014,Cotton
8,41,2,31,68,6.2,1748,Sugarcane
23,7,14,31,57,6.97,788,Ground Nuts
40,22,10,26,62,7.54,1085,Cotton
36,37,7,28,64,6.52,1730,Sugarcane
12,3,4,36,51,7.46,722,Barley
39,25,13,36,72,7.36,638,Oil seeds
21,9,2,38,70,7.12,765,Maize
32,39,0,35,59,7.93,446,Oil seeds
12,13,12,25,59,6.24,843,Tobacco
26,10,3,37,57,6.4,636,Tobacco
32,16,1,35,59,7.07,1069,Sugarcane
38,14,8,29,64,7.67,546,Oil seeds
37,23,18,35,58,7.01,328,Barley
30,17,15,31,63,7.07,582,Ground Nuts
36,1,16,27,71,7.16,466,Oil seeds
24,42,7,28,64,6.57,713,Barley
24,41,19,33,65,6.87,726,Maize
37,18,6,38,56,6.65,1143,Paddy
31,10,15,36,64,7,1394,Sugarcane
7,13,3,27,59,6.47,1681,Sugarcane
8,41,14,25,72,6.44,849,Tobacco
36,24,14,30,62,6.59,834,Pulses
32,24,1,30,65,6.18,591,Maize
32,26,2,27,70,6.03,1081,Sugarcane
11,41,16,36,65,6.88,767,Barley
24,0,6,35,56,7.87,542,Oil seeds
42,14,7,36,60,6.67,1222,Paddy
25,17,19,34,58,7.5,431,Wheat
21,40,15,30,59,7.38,357,Barley
35,34,15,36,66,6.49,1170,Ground Nuts
37,24,13,32,55,5.58,860,Tobacco
4,7,10,38,64,6.13,454,Pulses
9,22,15,33,64,6.09,1227,Sugarcane
41,22,10,31,58,8.12,1154,Cotton
19,14,7,31,61,7.21,318,Barley
29,10,5,32,54,7.04,1620,Sugarcane
33,4,10,27,54,6.6,617,Pulses
42,36,18,30,51,6.54,701,Wheat
26,3,18,30,68,6.94,434,Pulses
12,3,18,25,70,5.81,626,Tobacco
8,26,8,27,63,6.64,598,Millets
22,39,11,36,51,7.26,403,Millets
20,21,19,27,65,7.48,377,Millets
20,18,10,26,67,7.44,731,Cotton
17,22,18,33,72,6.12,817,Pulses
10,24,5,37,54,6.77,452,Pulses
41,10,17,34,60,6.94,1135,Sugarcane
18,28,5,25,70,7.03,1408,Sugarcane
24,27,8,26,67,7.05,1186,Cotton
40,9,4,38,72,7.04,417,Millets
23,10,18,33,52,6.95,1972,Sugarcane
24,41,12,38,60,6.33,320,Millets
26,7,15,35,56,6.67,1238,Paddy
31,37,16,34,56,7.66,526,Wheat
36,31,11,38,68,6.25,496,Wheat
20,8,15,33,57,6.78,781,Oil seeds
41,42,17,30,61,6.7,800,Ground Nuts
13,4,12,29,69,6.4,318,Barley
42,10,4,28,63,6.88,493,Pulses
14,16,0,38,51,7.27,318,Barley
33,6,6,30,55,7.26,805,Wheat
9,38,5,32,68,6.06,502,Maize
11,24,16,30,63,6.83,1378,Paddy
34,30,1,35,61,6.62,868,Ground Nuts
18,12,11,38,57,7.77,650,Oil seeds
8,2,2,33,55,6.92,574,Maize
26,42,8,29,54,6.25,563,Millets
34,34,18,33,62,7.4,572,Oil seeds
7,38,12,38,66,7.97,617,Oil seeds
7,30,3,30,54,7.28,421,Pulses
6,34,9,33,58,6.66,1184,Paddy
24,17,15,38,56,6.08,457,Millets
23,11,6,33,56,7.37,539,Maize
39,9,0,27,64,6.88,1043,Sugarcane
5,40,12,30,61,6.59,981,Tobacco
26,24,12,31,62,6.05,1152,Paddy
18,20,9,29,56,6.4,1133,Ground Nuts
37,27,8,29,50,7.13,589,Oil seeds
32,30,15,35,70,6.93,597,Maize
6,4,11,35,53,5.8,670,Tobacco
8,1,1,35,61,6.49,1463,Sugarcane
37,22,2,35,68,6.53,797,Tobacco
13,36,7,26,62,7.13,612,Maize
12,24,6,38,53,6.85,734,Wheat
7,0,3,33,68,6.12,765,Ground Nuts
11,15,19,28,69,6.86,1338,Sugarcane
25,37,2,29,69,6.92,1151,Ground Nuts
31,18,1,26,53,6.09,509,Maize
15,35,15,35,65,6.76,831,Pulses
25,27,6,34,51,6.23,600,Tobacco
12,20,3,34,68,7.31,697,Oil seeds
17,37,3,29,50,6.35,711,Ground Nuts
22,35,12,35,61,6.58,713,Oil seeds
17,8,17,35,59,7.13,780,Wheat
33,4,17,35,51,7.29,531,Oil seeds
40,10,9,29,55,5.63,768,Tobacco
28,26,10,28,56,6.36,844,Ground Nuts
25,29,9,36,55,6.52,1135,Paddy
20,23,16,30,69,5.66,648,Tobacco
5,11,7,25,64,6.75,846,Tobacco
22,37,11,34,54,7.47,779,Pulses
4,20,15,35,71,5.95,837,Tobacco
4,3,10,30,60,7.2,876,Wheat
23,19,15,28,60,7.14,1998,Sugarcane
17,28,4,33,58,6.84,673,Pulses
12,30,10,35,57,6.93,988,Wheat
21,2,5,26,69,7.1,955,Cotton
23,28,6,25,72,7.04,353,Barley
13,20,0,36,56,6.16,818,Tobacco
4,39,8,35,64,7.13,550,Millets
20,29,0,26,68,6.59,593,Barley
32,28,16,28,68,6.69,1147,Paddy
19,24,5,35,68,7.3,696,Oil seeds
16,3,14,29,51,6.43,454,Millets
31,25,12,34,62,6.41,623,Tobacco
41,10,0,36,70,6.12,1120,Ground Nuts
4,33,2,25,65,6.15,748,Wheat
23,2,17,32,56,6.18,396,Millets
37,15,1,33,51,6.87,1620,Sugarcane
24,42,2,34,53,5.91,1294,Paddy
21,24,4,30,63,6.66,1268,Paddy
42,14,7,26,59,7.07,699,Pulses
24,39,5,36,62,6.61,507,Maize
24,26,3,32,52,6.64,398,Millets
41,24,0,30,68,7.52,897,Cotton
8,13,16,30,56,6.54,371,Millets
15,13,8,31,62,6.54,772,Oil seeds
17,5,7,38,52,6.51,656,Tobacco
34,25,2,34,51,8.18,1161,Cotton
41,24,13,29,70,6.9,512,Maize
33,19,6,26,64,6.53,617,Barley
26,41,3,36,72,6.8,426,Pulses
29,23,5,35,67,7.49,554,Oil seeds
35,24,13,30,66,7.14,650,Wheat
13,1,9,27,61,7.02,528,Millets
25,21,1,26,72,6.73,729,Wheat
35,36,18,28,70,7.45,748,Oil seeds
24,34,17,36,71,6.05,924,Wheat
18,33,12,36,57,6.87,602,Maize
18,14,1,34,51,6.91,596,Millets
41,3,8,35,65,6.17,636,Ground Nuts
4,31,12,32,53,6.94,767,Pulses
22,23,4,25,72,6.32,422,Millets
20,32,6,30,68,6.75,550,Maize
16,33,10,36,57,7.62,455,Wheat
11,40,0,32,68,7.04,1855,Sugarcane
27,20,17,28,53,6.66,445,Oil seeds
23,35,17,26,71,6.27,1658,Sugarcane
30,2,1,30,56,7.2,1116,Ground Nuts
27,23,8,28,71,6.71,1069,Paddy
31,40,12,28,62,6.67,517,Maize
16,22,13,35,57,6.76,300,Millets
20,6,5,30,62,5.97,745,Tobacco
6,20,2,25,54,6.93,1087,Ground Nuts
34,11,7,32,61,7.03,608,Oil seeds
39,19,5,36,59,6.01,401,Millets
18,41,17,29,60,6.78,414,Barley
6,29,0,31,65,6.46,1319,Paddy
16,14,3,31,62,7.09,1562,Sugarcane
5,23,17,27,70,6.73,1533,Sugarcane
11,17,14,30,51,6.44,927,Ground Nuts
17,4,5,33,67,6.1,1126,Ground Nuts
8,3,17,35,58,6.71,993,Tobacco
5,37,2,29,61,7.41,713,Cotton
7,34,13,29,71,6.88,1989,Sugarcane
13,41,18,27,62,6.04,680,Pulses
7,4,7,34,60,6.6,595,Millets
38,15,16,31,53,7.14,1404,Sugarcane
36,6,18,26,70,6.95,789,Barley
29,0,0,38,69,6.61,605,Pulses
11,37,8,28,54,8.08,885,Cotton
38,32,10,34,51,6.45,462,Millets
32,29,16,37,71,6.66,403,Millets
5,24,0,25,63,6.27,1088,Ground Nuts
37,42,1,31,57,6.64,455,Pulses
42,10,18,37,60,6.6,778,Tobacco
31,0,8,35,57,7.24,585,Oil seeds
33,21,13,33,50,5.99,601,Tobacco
33,29,3,29,52,5.57,951,Tobacco
13,17,4,29,70,7.53,583,Oil seeds
23,16,3,32,65,6.73,618,Ground Nuts
15,12,8,34,67,7.64,554,Wheat
15,27,0,38,69,6.95,592,Maize
42,8,15,34,67,6.14,864,Pulses
37,4,1,30,64,6.41,357,Millets
38,25,2,25,62,7.18,812,Wheat
26,39,19,38,63,6.6,669,Barley
4,9,3,30,69,5.91,621,Tobacco
30,11,4,34,52,7.22,784,Cotton
29,37,11,25,72,7.21,785,Cotton
9,30,5,33,61,6.69,1040,Ground Nuts
35,13,11,35,55,6.56,1013,Paddy
23,42,18,31,54,8.1,966,Cotton
11,2,12,26,68,7.72,775,Oil seeds
31,13,12,38,60,6,943,Ground Nuts
26,1,7,35,69,6.98,958,Wheat
8,27,15,38,67,5.93,866,Tobacco
21,1,17,37,72,7.14,1172,Cotton
30,34,0,37,66,7.67,516,Wheat
25,16,2,31,66,6.86,657,Oil seeds
7,28,13,32,64,6.91,454,Millets
33,23,4,36,68,7.08,345,Barley
10,3,11,38,66,6.51,696,Wheat
8,21,13,35,56,7.93,604,Oil seeds
11,34,1,28,52,8.2,749,Cotton
42,24,7,37,66,5.72,953,Tobacco
15,18,5,28,59,6.31,391,Millets
13,23,7,38,60,6.61,1133,Ground Nuts
32,23,16,34,56,6.7,673,Ground Nuts
16,14,5,27,70,6.39,538,Wheat
41,3,4,37,55,7.37,713,Pulses
24,40,9,36,56,6.91,505,Pulses
10,17,8,32,66,6.54,631,Ground Nuts
19,22,17,25,70,7.51,602,Oil seeds
34,37,17,31,53,7.74,859,Wheat
31,14,16,31,68,7.02,425,Oil seeds
34,30,3,28,65,6.01,518,Millets
42,28,15,32,52,6.44,968,Ground Nuts
27,9,9,33,50,6.89,1102,Paddy
42,23,10,28,57,5.96,1112,Paddy
15,10,16,36,57,7.12,633,Pulses
26,1,17,32,55,6.82,307,Barley
9,26,16,36,54,6.96,1944,Sugarcane
4,25,4,36,59,7.22,898,Pulses
10,6,0,28,51,7.09,815,Pulses
35,15,14,26,57,7.29,517,Maize
18,13,9,33,68,6.36,986,Ground Nuts
12,39,16,37,52,6.59,478,Millets
10,32,3,29,58,6.51,339,Millets
32,8,4,29,70,6.52,1441,Sugarcane
35,2,9,37,51,7.06,767,Pulses
18,42,2,27,55,7.2,433,Millets
4,38,17,30,54,6.97,1727,Sugarcane
18,25,15,25,68,6.16,782,Maize
6,20,13,35,62,6.25,440,Wheat
37,13,15,27,71,5.55,1159,Paddy
12,37,6,36,69,7.59,968,Cotton
6,40,3,34,56,6.33,886,Pulses
10,19,5,26,54,6.81,429,Barley
10,16,18,31,60,6.54,1021,Sugarcane
17,27,11,27,59,7.1,787,Pulses
28,6,8,38,53,6.67,852,Tobacco
14,16,0,31,65,7.99,765,Cotton
16,17,5,33,51,6.79,1041,Sugarcane
26,36,19,38,58,6.7,536,Oil seeds
5,8,16,31,50,7.43,1615,Sugarcane
24,10,16,26,57,6.51,854,Tobacco
27,8,1,29,52,6.23,736,Ground Nuts
12,26,9,32,55,7.56,731,Wheat
13,0,15,33,70,6.03,634,Tobacco
24,11,18,26,58,7.31,304,Barley
34,11,15,32,58,6.05,1812,Sugarcane
29,16,18,36,66,6.09,615,Tobacco
16,9,9,27,61,7,577,Millets
35,25,2,37,51,7.31,1089,Cotton
26,19,17,34,70,6.68,580,Wheat
12,18,19,38,55,7.01,1564,Sugarcane
38,2,16,31,55,6.79,787,Maize
25,36,15,30,70,6.54,1435,Sugarcane
21,3,14,35,51,6.11,1537,Sugarcane
11,24,15,27,64,8.01,1001,Cotton
8,8,0,33,72,6.56,773,Oil seeds
37,13,8,26,62,6.23,1768,Sugarcane
34,30,14,32,69,7.75,1058,Cotton
41,0,3,32,68,7.73,501,Wheat
34,14,0,27,59,6.67,705,Tobacco
4,32,16,25,61,7.54,927,Cotton
19,40,15,32,67,6.68,1984,Sugarcane
42,9,1,36,63,6.72,740,Oil seeds
4,17,12,27,53,6.85,506,Pulses
30,20,18,32,50,6.56,564,Millets
15,8,16,38,65,6.66,397,Barley
40,24,15,29,60,6.63,716,Oil seeds
21,10,11,37,69,7.5,609,Maize
4,37,18,29,59,6.98,533,Maize
12,9,1,29,51,6.47,641,Pulses
8,2,10,30,60,6.3,834,Tobacco
42,3,12,29,60,6.18,876,Tobacco
33,16,2,29,64,7.09,349,Millets
24,0,16,38,70,6.08,847,Pulses
18,26,8,35,55,7.15,482,Millets
35,21,14,27,59,6.39,452,Wheat
29,18,13,30,58,6.44,769,Wheat
29,23,8,34,52,7.38,327,Barley
27,39,10,32,64,6.18,1901,Sugarcane
7,25,4,37,68,6.09,566,Millets
36,32,12,31,72,6.18,1424,Sugarcane
17,3,4,29,63,7.4,666,Barley
6,16,14,32,63,7.36,1175,Cotton
11,12,11,29,56,6.75,582,Maize
41,8,16,34,51,6.04,303,Millets
26,28,16,30,59,7.34,1564,Sugarcane
37,27,12,33,70,7.8,883,Wheat
25,0,14,31,60,6.01,727,Ground Nuts
29,6,3,32,57,6.67,1354,Paddy
9,5,10,38,70,6.02,654,Tobacco
11,10,6,27,63,6.61,501,Pulses
34,39,8,31,66,6.35,562,Barley
30,35,14,29,66,6.23,580,Barley
35,26,15,32,66,7.72,529,Oil seeds
24,38,11,31,67,7.2,844,Cotton
21,7,18,28,72,7.79,657,Oil seeds
28,3,14,34,52,5.99,1045,Paddy
5,34,8,33,66,7.32,1768,Sugarcane
17,38,1,32,55,6.92,1468,Paddy
23,22,9,27,71,6.87,648,Barley
9,28,15,25,50,6.6,606,Maize
12,29,13,27,62,6.28,1353,Paddy
41,39,1,37,65,6.08,1990,Sugarcane
31,36,4,28,51,6.69,546,Millets
10,7,12,25,68,6.95,424,Barley
4,27,0,25,71,7.66,891,Cotton
15,10,12,37,57,6.5,990,Ground Nuts
28,22,11,35,58,6.01,677,Ground Nuts
32,9,11,34,56,6.56,1494,Sugarcane
22,37,19,35,62,6.64,521,Maize
38,0,15,37,68,7.39,485,Millets
17,34,4,25,51,6.83,751,Barley
35,7,16,30,65,6.94,569,Ground Nuts
29,38,3,27,54,5.53,1052,Paddy
30,0,10,29,64,6.74,539,Wheat
22,42,10,31,57,7.27,555,Pulses
27,6,18,31,62,7.45,324,Barley
5,16,4,30,50,6.61,643,Oil seeds
16,33,1,26,50,7.24,830,Pulses
9,42,13,33,69,6.36,1452,Sugarcane
19,10,9,26,54,7.55,702,Wheat
14,23,0,29,69,7.3,661,Barley
20,32,2,33,65,6.05,583,Maize
25,7,4,32,68,6.67,1359,Paddy
7,9,3,34,57,6.15,453,Millets
15,29,11,30,69,6.86,894,Pulses
42,30,5,37,71,7.42,593,Millets
19,11,9,32,50,6.87,745,Barley
41,6,17,29,72,6.25,591,Barley
12,39,10,32,62,6.95,595,Barley
18,1,9,33,62,6.59,1453,Paddy
36,38,14,26,58,6.62,510,Oil seeds
24,2,7,26,62,6.67,534,Millets
37,41,10,36,55,6.35,461,Pulses
11,37,2,36,60,5.8,1147,Paddy
39,6,16,26,59,6.48,538,Barley
26,1,5,27,57,7.39,1778,Sugarcane
14,13,16,31,52,6.25,538,Millets
12,3,10,25,69,7.5,520,Oil seeds
8,28,14,27,65,6.31,1820,Sugarcane
19,27,2,37,56,6.75,695,Maize
36,35,10,30,64,6.97,647,Oil seeds
30,39,2,27,53,6.88,410,Millets
24,26,2,37,70,7.5,933,Cotton
41,24,15,36,58,6.26,930,Ground Nuts
22,28,17,32,67,6.85,484,Pulses
40,25,13,26,69,7.37,962,Wheat
5,22,13,27,62,7.24,567,Millets
8,20,9,30,56,6.21,404,Wheat
41,6,14,38,69,6.83,764,Maize
26,17,16,37,53,6.68,390,Barley
6,37,13,28,59,6.97,476,Pulses
42,35,15,33,67,7.41,333,Millets
27,21,9,32,67,6.13,735,Maize
23,32,5,29,66,6.31,1384,Sugarcane
22,29,2,38,66,7.13,446,Millets
35,22,10,28,55,5.74,949,Tobacco
22,23,4,32,69,6.14,726,Maize
28,11,8,26,59,7.31,1127,Sugarcane
17,29,6,38,51,6.15,588,Barley
37,17,15,31,67,6.45,1275,Paddy
20,1,7,30,53,7.03,677,Pulses
17,39,17,34,62,6.15,575,Barley
30,40,15,35,64,6.42,777,Pulses
18,38,2,27,60,7.41,502,Pulses
40,9,10,30,67,7.63,771,Cotton
35,25,0,35,71,6.89,589,Millets
25,2,5,38,56,6.73,377,Millets
32,7,0,36,52,6.95,435,Pulses
41,28,13,36,56,8.17,757,Cotton
15,1,6,26,71,7.29,705,Oil seeds
39,40,13,27,53,6.98,1829,Sugarcane
39,37,8,27,53,7.54,939,Cotton
37,33,10,31,72,6.24,1008,Paddy
41,13,19,28,52,6.43,669,Ground Nuts
5,4,10,33,53,6.21,793,Ground Nuts
25,13,9,35,68,6.79,616,Barley
37,14,6,33,67,6.52,1061,Ground Nuts
41,19,13,29,56,7.39,587,Maize
15,38,17,25,63,7.01,493,Pulses
33,41,9,30,58,6.91,803,Pulses
14,20,9,25,61,6.1,937,Tobacco
10,30,5,36,54,7.77,917,Cotton
26,42,12,28,69,7.52,736,Oil seeds
7,40,2,28,54,7.27,346,Millets
19,33,0,26,56,6.91,666,Oil seeds
31,6,3,35,69,7.65,507,Oil seeds
26,7,10,32,65,7.19,470,Millets
35,27,16,25,64,6.23,755,Tobacco
35,25,1,32,71,7.3,771,Oil seeds
34,21,8,30,66,7.33,853,Cotton
20,14,18,27,62,6.87,685,Pulses
14,24,3,36,60,7.68,1045,Cotton
22,14,9,36,51,6.28,1616,Sugarcane
33,15,7,25,70,5.65,907,Tobacco
25,22,0,28,51,6.59,543,Pulses
28,29,4,30,66,6.31,1290,Sugarcane
23,26,7,28,58,7.23,1022,Cotton
13,28,6,27,71,6.73,947,Ground Nuts
11,8,8,36,59,6.38,697,Barley
13,32,2,38,65,6.06,426,Wheat
8,12,11,28,57,6.91,812,Wheat
5,25,11,27,58,6.3,626,Pulses
28,24,11,25,62,7.07,500,Oil seeds
6,21,2,36,71,6.05,705,Ground Nuts
7,20,7,38,50,7.04,877,Wheat
29,25,9,33,53,6.6,434,Pulses
15,14,12,28,67,7.15,1928,Sugarcane
36,5,7,37,68,6.26,696,Maize
10,26,12,36,55,7.2,961,Cotton
21,22,3,25,65,6.6,690,Maize
6,34,1,36,60,6.42,1180,Paddy
25,31,15,26,60,7.19,1474,Sugarcane
41,32,15,29,54,7.3,1832,Sugarcane
8,41,17,31,60,7.5,436,Wheat
23,27,13,32,50,6.17,630,Tobacco
25,40,2,32,62,6.73,1043,Paddy
28,0,0,28,70,6.34,958,Wheat
28,24,11,28,67,5.75,646,Tobacco
8,4,2,30,63,6.96,1280,Paddy
17,33,7,29,52,7.42,657,Maize
38,27,6,31,53,7.44,749,Cotton
30,42,18,27,62,5.7,1011,Paddy
29,3,9,38,56,6.53,1236,Paddy
37,5,18,31,61,6.46,1247,Paddy
38,23,3,31,72,6.3,731,Ground Nuts
19,31,11,26,53,6.44,1277,Paddy
21,10,19,26,64,6.86,591,Oil seeds
38,7,15,33,53,6.12,1987,Sugarcane
5,38,1,34,72,7.57,894,Wheat
33,26,15,35,55,7.41,834,Pulses
17,15,10,34,51,6.8,717,Barley
32,1,1,29,68,6.61,708,Tobacco
24,32,0,35,71,7.48,723,Cotton
20,15,16,32,60,6.17,542,Barley
9,29,18,35,63,7.13,811,Ground Nuts
4,38,15,38,61,7.67,717,Cotton
28,13,3,26,56,5.77,1046,Paddy
33,40,13,33,62,6.26,580,Millets
24,27,5,27,63,7.33,791,Cotton
9,38,4,36,55,7.43,974,Cotton
27,10,7,35,63,7.13,509,Oil seeds
15,14,11,25,51,6.58,640,Oil seeds
20,17,9,34,69,6.14,475,Millets
30,6,17,37,55,6.53,351,Millets
19,42,1,38,57,7.67,790,Oil seeds
4,33,7,38,69,7.44,615,Oil seeds
29,21,18,33,63,6.9,753,Oil seeds
38,0,4,38,69,7.45,640,Oil seeds
15,11,6,30,61,5.65,702,Tobacco
18,7,5,31,67,6.37,593,Millets
30,41,8,29,59,6.46,601,Ground Nuts
35,24,14,27,60,6.11,690,Pulses
28,42,8,31,62,7.74,730,Cotton
5,41,8,34,54,6.34,302,Millets
35,21,6,26,53,7.84,409,Oil seeds
36,22,13,36,51,7.16,1461,Sugarcane
9,13,2,36,61,7.46,724,Maize
17,7,14,32,53,7.43,1069,Sugarcane
14,29,6,35,55,7.2,823,Cotton
20,40,8,36,69,6.79,349,Barley
15,0,14,29,68,6.04,1314,Paddy
9,9,9,26,67,6.73,843,Pulses
32,32,16,31,66,6.18,1273,Paddy
33,12,7,35,68,6.84,1185,Paddy
40,10,5,27,57,6.54,750,Barley
36,42,13,26,61,7.28,451,Barley
6,25,16,33,64,6.1,1244,Paddy
33,37,3,36,57,6.23,566,Millets
